"Table S2.Detailed statistic information of the training, test and true external sets in the Rat-QSTR models  ",,,,,,,,,,,,,
Rat-QSTR Model,Compound Information,,,,Rat-QSTR Model-Descriptor Value,,,,,Predicted Activity by  Rat-QSTR,,Model's AD,
Dataset grouping,No.,CID,Status,Exp. endpoint,AATSC7i,CATS2D_08_DL,ChiA_X,F06[C-N],P_VSA_charge_10,Predicted endpoint,Residual,HAT i/i (h*=0.3529),
,1427,10759152,True external,-,-0.355553495713509,4,0.996698612663155,0,10.4868561891685,2.7169,-,0.1189,Good
,1428,10759703,True external,-,-0.11561139759793,5,0.995488168196376,0,13.6724311399085,3.2386,-,0.1455,Good
,1429,10762796,True external,-,-0.0788027843203093,0,0.997162939048056,1,10.4868561891685,2.0467,-,0.0308,Good
,1430,10763072,True external,-,-0.494811526499718,4,0.996597849035959,6,13.2436037426935,3.4752,-,0.2666,Good
,1431,10763452,True external,-,-0.0816531817217131,0,0.995872395617122,2,2.75674755352504,1.9869,-,0.0807,Good
,1432,10764900,True external,-,-0.322798684034954,4,0.995816069222034,0,13.6724311399085,3.1679,-,0.1379,Good
,1433,10764976,True external,-,-0.143291641026249,0,0.994132518162613,0,0,2.2018,-,0.2278,Good
,1434,10765112,True external,-,-0.124008377469796,0,0.996128940884751,0,10.4868561891685,2.3037,-,0.0573,Good
,1435,10765153,True external,-,0.0401153018004587,0,0.994720595510611,3,0,2.1384,-,0.2076,Good
,1436,10765614,True external,-,-0.0940355388546805,0,0.997030289210049,1,28.7856320877649,3.3182,-,0.1412,Good
,1437,10766060,True external,-,-0.121965947977917,1,0.99544434010535,0,5.24342809458423,2.261,-,0.0782,Good
,1438,10767099,True external,-,-0.0680563022637449,1,0.997542836047004,0,10.4868561891685,1.9603,-,0.0312,Good
,1439,10767562,True external,-,-0.157495309439828,2,0.997044614608837,0,10.4868561891685,2.2721,-,0.0377,Good
,1440,10767637,True external,-,0.0882573911735482,0,0.998324843050275,4,19.6716259552569,2.439,-,0.1298,Good
,1441,10767855,True external,-,0.137034600710532,0,0.99735055369567,0,10.4868561891685,1.7769,-,0.0481,Good
,1442,10767876,True external,-,-0.00593466121688144,0,0.99428459143809,0,0,2.0687,-,0.2063,Good
,1443,10768348,True external,-,-0.103941384324195,2,0.996538334545563,0,18.9158592344927,2.9495,-,0.0716,Good
,1444,10768403,True external,-,0.168896098262858,0,0.99831670917196,4,19.6716259552569,2.3895,-,0.1429,Good
,1445,10768550,True external,-,-0.0710641114471822,0,0.994235279735735,0,7.77795983378424,2.6448,-,0.2038,Good
,1446,10769070,True external,-,0.0409862751515741,10,0.99710754819566,0,0,2.2879,-,0.4552,Good
,1447,10769106,True external,-,0.156446379268332,0,0.99801164086052,4,19.6716259552569,2.4871,-,0.1296,Good
,1448,10769251,True external,-,0.147828710171797,0,0.998539081004172,4,19.6716259552569,2.3378,-,0.1489,Good
,1449,10769552,True external,-,-0.232569080845129,0,0.998219358879156,3,15.0792410722127,2.2939,-,0.1081,Good
,1450,10769782,True external,-,-0.0228191985326864,0,0.995214300462121,2,37.2146351330891,4.4447,-,0.3304,Good
,1451,10770376,True external,-,0.177239267042338,2,0.997755029735849,4,19.6716259552569,2.7648,-,0.1224,Good
,1452,10770516,True external,-,0.020306715080857,1,0.998028674706269,4,19.6716259552569,2.6776,-,0.105,Good
,1453,10770681,True external,-,-0.183116095367583,10,0.996751343060769,0,0,2.5368,-,0.4274,Good
,1454,10778469,True external,-,-0.164418014585999,6,0.997892472781521,0,0,1.7582,-,0.19,Good
,1455,10781687,True external,-,-0.0707258990774869,0,0.994807972667337,0,0,1.9567,-,0.1494,Good
,1456,10782518,True external,-,0.0512052356590287,6,0.99654689986338,0,0,2.0146,-,0.1627,Good
,1457,10783757,True external,-,-0.086750202440172,0,0.993508582591615,0,8.42900304532427,2.9119,-,0.3041,Good
,1458,10785138,True external,-,-0.064975291777036,0,0.996945349597475,0,10.4868561891685,2.0259,-,0.0324,Good
,1459,10785453,True external,-,-0.0249447952418125,0,0.99764970893805,2,15.0792410722127,2.2518,-,0.0502,Good
,1460,10785656,True external,-,0.161373605835995,0,0.995424749644828,5,2.32792015631003,2.1607,-,0.2305,Good
,1461,10787093,True external,-,-0.0299488953041612,0,0.995872395617122,4,2.75674755352504,2.1053,-,0.1331,Good
,1462,10788426,True external,-,0.151671201701429,0,0.996407163171193,2,5.24342809458423,1.8458,-,0.0732,Good
,1463,10789697,True external,-,-0.0441210980237362,2,0.995611984263156,2,11.7711019965903,2.8573,-,0.0723,Good
,1464,10789883,True external,-,-0.012074736787378,0,0.994544874303209,0,0,1.9962,-,0.1768,Good
,1465,10790224,True external,-,0.117138529503765,6,0.996369588685668,0,8.42900304532427,2.5874,-,0.1704,Good
,1466,10791135,True external,-,0.166126932026475,0,0.992574389630411,0,0,2.4603,-,0.4973,Good
,1467,10791193,True external,-,0.0128327010718657,0,0.994926336541852,0,5.24342809458423,2.2185,-,0.1313,Good
,1468,10791524,True external,-,-0.206679828729601,1,0.996621587747987,0,25.5660972613811,3.3276,-,0.1351,Good
,1469,10791738,True external,-,-0.055359158447356,3,0.997839388107651,2,9.83581297762843,2.1888,-,0.0561,Good
,1470,10792038,True external,-,-0.0961099241835262,1,0.99673258739706,0,28.1006290005811,3.3932,-,0.1417,Good
,1471,10792156,True external,-,0.0131116449039653,0,0.995132964660226,5,0,2.1863,-,0.2419,Good
,1472,10792249,True external,-,-0.0688902705936809,0,0.99319919766765,5,0,2.8071,-,0.4871,Good
,1473,10792853,True external,-,0.0219547818819483,1,0.995555364917263,7,0,2.316,-,0.2951,Good
,1474,10793143,True external,-,-0.274021574256295,0,0.99818240415786,4,19.6716259552569,2.7141,-,0.1585,Good
,1475,10793382,True external,-,-0.104470322986674,4,0.998067218952508,0,0,1.4526,-,0.1111,Good
,1476,10793873,True external,-,0.121631892021253,0,0.99794105244408,4,19.6716259552569,2.5303,-,0.1214,Good
,1477,10793890,True external,-,-0.163092097141411,0,0.997039281759518,0,20.9737123783369,2.7622,-,0.0891,Good
,1478,10794144,True external,-,-0.316431440835627,0,0.995219440088366,0,16.8580060906486,3.1204,-,0.1807,Good
,1479,10794766,True external,-,0.113203257170518,2,0.998017281797287,0,39.3432519105137,3.7402,-,0.3185,Good
,1480,10800304,True external,-,-0.33125135112466,2,0.996271271086633,0,13.6724311399085,2.8239,-,0.0975,Good
,1481,10806215,True external,-,-0.261294361160303,4,0.995226055820477,0,0,2.388,-,0.1386,Good
,1482,10806463,True external,-,0.0786555765559106,0,0.995775866513915,0,28.7856320877649,3.4996,-,0.1943,Good
,1483,10807116,True external,-,-0.18619728965563,0,0.995929200048932,0,10.4868561891685,2.4024,-,0.0755,Good
,1484,10807507,True external,-,0.165410437600138,0,0.994928349596391,0,35.313305989771,4.1288,-,0.3574,Good
,1485,10809054,True external,-,-0.0402092963718873,2,0.997921279377815,0,5.24342809458423,1.5887,-,0.0471,Good
,1486,10809073,True external,-,-0.0840711024303012,0,0.995778222924952,0,10.4868561891685,2.381,-,0.0714,Good
,1487,10809772,True external,-,-0.0207441905775942,1,0.996376957760106,0,33.3780169708091,3.8018,-,0.2101,Good
,1488,10810513,True external,-,0.194906572371703,0,0.995375926432807,0,30.5101503477505,3.6575,-,0.2624,Good
,1489,10811382,True external,-,-0.155937636219582,4,0.997373489421884,2,9.83581297762843,2.4983,-,0.07,Good
,1490,10811655,True external,-,0.125810354054366,0,0.993416168509899,0,0,2.239,-,0.3426,Good
,1491,10812631,True external,-,0.249189980051842,0,0.996193159868179,15,2.32792015631003,2.6366,-,1.1267,Good
,1492,10813243,True external,-,0.0415493284906579,0,0.99489836386763,4,0,2.1611,-,0.2235,Good
,1493,10813595,True external,-,-0.0616980806869631,0,0.996567353566933,0,13.2436037426935,2.3191,-,0.0455,Good
,1494,10813629,True external,-,-0.12815574741137,10,0.997201426492002,0,0,2.3692,-,0.441,Good
,1495,10813683,True external,-,-0.0854055406451132,0,0.996709819903028,0,0,1.4076,-,0.0439,Good
,1496,10814601,True external,-,-0.0630503694047786,0,0.996668099104711,4,19.6716259552569,3.0231,-,0.1115,Good
,1497,10815531,True external,-,-0.101792579944359,0,0.997254357479599,0,10.4868561891685,1.9589,-,0.0341,Good
,1498,10815661,True external,-,-0.0584106589847262,2,0.997418390865433,8,20.3226691667969,3.3621,-,0.2587,Good
,1499,10816314,True external,-,-0.100281960240923,0,0.993677494769619,0,3.18557495074005,2.5206,-,0.2789,Good
,1500,10816729,True external,-,-0.0379370831406878,0,0.994952812514824,0,7.77795983378424,2.4128,-,0.1274,Good
,1501,10817302,True external,-,0.0564403769332862,0,0.99500184848746,6,0,2.2727,-,0.3101,Good
,1502,10817590,True external,-,-0.141096667564077,0,0.997015059087188,0,20.9737123783369,2.7552,-,0.0858,Good
,1503,10818230,True external,-,-0.0624916055232729,0,0.997654975313507,5,19.6716259552569,2.8086,-,0.1375,Good
,1504,10818708,True external,-,0.0198945074114827,0,0.998028267365946,0,40.6453383335938,3.6683,-,0.3179,Good
,1505,10818709,True external,-,-0.0524942999713912,0,0.996912429135848,2,20.9737123783369,2.8799,-,0.0767,Good
,1506,10829187,True external,-,-0.0820612045264762,2,0.996086598802803,0,0,1.8042,-,0.0513,Good
,1507,10830265,True external,-,-0.303085873177354,8,0.995321186289499,0,0,2.8184,-,0.3064,Good
,1508,10830985,True external,-,0.0435697329453948,2,0.995776857363747,0,8.42900304532428,2.3775,-,0.0624,Good
,1509,10831150,True external,-,-0.0815691706104988,5,0.994421908548098,0,8.42900304532428,3.1795,-,0.2063,Good
,1510,10832307,True external,-,-0.119925140095512,4,0.997979799982139,4,9.83581297762843,2.4486,-,0.1138,Good
,1511,10833633,True external,-,-0.322232255421265,0,0.995117956328986,0,20.9737123783369,3.429,-,0.2187,Good
,1512,10834146,True external,-,-0.202252086400814,0,0.998441330345183,0,26.850343068803,2.7683,-,0.1788,Good
,1513,10835011,True external,-,-0.196017216057278,0,0.995888384364314,0,15.7302842837527,2.7711,-,0.0978,Good
,1514,10835134,True external,-,-0.232543048943562,0,0.995867206072373,0,15.7302842837527,2.8008,-,0.107,Good
,1515,10835175,True external,-,-0.182577030652432,10,0.99687114500586,0,5.24342809458423,2.8516,-,0.4255,Good
,1516,10836172,True external,-,-0.18355510783729,0,0.995380776443242,0,23.5422039931806,3.4341,-,0.1809,Good
,1517,10836580,True external,-,0.190269817588916,0,0.996193159868179,15,4.65584031262006,2.83,-,1.0899,Good
,1518,10837417,True external,-,0.0227198176718883,1,0.995562010515928,0,26.7277789439207,3.5688,-,0.1737,Good
,1519,10837805,True external,-,-0.0634641562625695,0,0.996622562977191,11,12.6309931752435,3.0969,-,0.5376,Good
,1520,10837975,True external,-,-0.379584369577868,0,0.996729234484301,2,10.4868561891685,2.4436,-,0.1139,Good
,1521,10838237,True external,-,-0.00888524910961401,0,0.995585303730256,5,0,2.0676,-,0.2051,Good
,1522,10838979,True external,-,-0.00203190053034531,2,0.996293000692093,0,0,1.692,-,0.0472,Good
,1523,10839097,True external,-,-0.0300459870230116,0,0.993611593418896,0,8.42900304532428,2.8451,-,0.288,Good
,1524,10839754,True external,-,-0.0829581674196629,11,0.997324250169987,0,5.24342809458423,2.7622,-,0.5395,Good
,1525,10839955,True external,-,0.0065422696566651,0,0.998222447460471,0,19.6716259552569,2.2185,-,0.0898,Good
,1526,10840471,True external,-,-0.0259727415299542,1,0.995223314379931,11,0,2.7476,-,0.6468,Good
,1527,10840557,True external,-,-0.067814266365095,0,0.994657409776145,0,31.9712070385049,4.1353,-,0.3236,Good
,1528,10840687,True external,-,0.191167115287188,0,0.998093218580349,4,24.8051032875392,2.7838,-,0.1675,Good
,1529,10840780,True external,-,-0.298628983717234,0,0.99818240415786,3,19.6716259552569,2.6541,-,0.1448,Moderate
,1530,10840963,True external,-,-0.267440282169826,0,0.998219358879156,3,15.0792410722127,2.3164,-,0.1177,Moderate
,1531,10841163,True external,-,-0.142023419258175,0,0.995605464333459,2,0,1.92,-,0.11,Moderate
,1532,10841556,True external,-,0.0245319909519104,0,0.997622631044867,5,19.6716259552569,2.7621,-,0.1366,Moderate
,1533,10841636,True external,-,0.0911318777167922,2,0.99827998246643,8,24.2640108383011,3.2761,-,0.305,Moderate
,1534,10841730,True external,-,-0.105305781221893,0,0.99701069354538,0,15.0792410722127,2.3396,-,0.0483,Moderate
,1535,10842035,True external,-,0.0112402793056261,2,0.996029344913479,0,3.18557495074005,1.9738,-,0.0493,Moderate
,1536,10853141,True external,-,-0.246210334592964,4,0.99704778721851,0,10.4868561891685,2.5439,-,0.0903,Good
,1537,10854769,True external,-,-0.0834314963795835,5,0.995224693474706,0,8.42900304532427,2.945,-,0.1442,Good
,1538,10858891,True external,-,0.0312938627112347,0,0.995154280965351,0,10.4868561891685,2.49,-,0.1167,Good
,1539,10861317,True external,-,-0.133177986298834,0,0.996171316950265,0,15.7302842837527,2.6475,-,0.0743,Good
,1540,10862422,True external,-,-0.121779015747579,5,0.998423453917397,0,9.83581297762843,2.1241,-,0.167,Good
,1541,10863286,True external,-,-0.0416418202532139,2,0.997776815896319,0,19.6716259552569,2.5961,-,0.0818,Good
,1542,10863738,True external,-,0.02842326600384,0,0.997063298561238,2,15.0792410722127,2.3896,-,0.0486,Good
,1543,10864258,True external,-,-0.244293405944595,0,0.996289443756009,0,18.2648160229527,2.8537,-,0.1048,Good
,1544,10865067,True external,-,-0.111816343669164,3,0.995328201520165,5,2.75674755352504,2.7172,-,0.1724,Good
,1545,10865275,True external,-,-0.119663309566478,3,0.996411550125268,11,12.5925605311535,3.516,-,0.4856,Good
,1546,10865286,True external,-,-0.14584852988256,3,0.996411550125269,6,12.5925605311535,3.1539,-,0.1531,Good
,1547,10865617,True external,-,-0.188755478360011,2,0.997087170902764,0,15.7302842837527,2.63,-,0.0607,Good
,1548,10869333,True external,-,-0.287334602983841,4,0.99539077829577,0,0,2.3564,-,0.1347,Good
,1549,10869689,True external,-,0.0312938627112347,0,0.995935742537186,0,10.4868561891685,2.2605,-,0.0642,Good
,1550,10871480,True external,-,0.27946332416001,0,0.997720883504355,6,18.8139711608268,2.5876,-,0.2266,Good
,1551,10871661,True external,-,-0.256761768924893,10,0.997914451004529,0,0,2.2426,-,0.4917,Good
,1552,10871718,True external,-,-0.228853350538819,5,0.995091986897569,0,0,2.5144,-,0.1666,Good
,1553,10872512,True external,-,-0.144181887610103,0,0.996211732348535,0,10.4868561891685,2.2924,-,0.0564,Good
,1554,10872792,True external,-,0.0322336784788892,0,0.996609215910093,0,15.7302842837527,2.4124,-,0.0553,Good
,1555,10873119,True external,-,-0.22284761172995,0,0.996695658279614,0,15.7302842837527,2.5513,-,0.0746,Good
,1556,10873391,True external,-,0.166336906647724,2,0.997274687191338,0,28.7856320877649,3.2187,-,0.1717,Good
,1557,10873765,True external,-,-0.0904339608146457,0,0.997314738519928,0,10.4868561891685,1.9338,-,0.0336,Good
,1558,10874466,True external,-,0.00486932980441255,0,0.997581871461069,4,13.2436037426935,2.2815,-,0.0852,Good
,1559,10875758,True external,-,-0.113878543507308,3,0.99620512850579,12,12.5925605311535,3.6488,-,0.588,Good
,1560,10875861,True external,-,-0.135369475621333,3,0.995368232426038,5,2.75674755352504,2.7206,-,0.1712,Good
,1561,10881324,True external,-,-0.0639909542226146,0,0.996507677017177,0,5.24342809458423,1.8035,-,0.0368,Good
,1562,10882209,True external,-,0.0964787274771962,0,0.997385954090183,0,10.4868561891685,1.7926,-,0.0414,Good
,1563,10882561,True external,-,0.166291282586383,0,0.993628436471799,3,0,2.378,-,0.3689,Good
,1564,10883743,True external,-,-0.0246821519693173,0,0.995371177110301,0,10.4868561891685,2.4624,-,0.0969,Good
,1565,10884005,True external,-,-0.144511716643918,5,0.996582742998769,2,9.83581297762843,2.831,-,0.0923,Good
,1566,10884691,True external,-,-0.137702120618216,2,0.99513220856772,0,18.9158592344927,3.3842,-,0.1428,Good
,1567,10884785,True external,-,-0.163635827125982,6,0.996700708544029,2,10.4868561891685,2.96,-,0.1339,Good
,1568,10885040,True external,-,-0.209488749195174,0,0.995902822888497,1,10.4868561891685,2.501,-,0.0813,Good
,1569,10885663,True external,-,0.0635976027769805,0,0.995959422220393,4,9.83581297762843,2.4925,-,0.1215,Good
,1570,10886609,True external,-,-0.137300224330465,0,0.997118207392852,1,18.4870318372777,2.6321,-,0.0639,Good
,1571,10887150,True external,-,-0.0815667574362987,0,0.996703607804584,12,10.4868561891685,3.0173,-,0.6424,Good
,1572,10892452,True external,-,-0.0288411881050868,12,0.99327485973713,0,0,3.6742,-,0.7781,Good
,1573,10893425,True external,-,-0.152722147544119,4,0.996796939509734,0,10.4868561891685,2.5574,-,0.0739,Good
,1574,10895121,True external,-,0.0721834115543104,2,0.995913249517036,0,9.83581297762843,2.413,-,0.0617,Good
,1575,10895235,True external,-,0.072490694331539,0,0.997962505090486,0,28.8563957213453,2.8661,-,0.16,Good
,1576,10895354,True external,-,-0.0267275213930243,0,0.994190106089741,0,0,2.1099,-,0.2167,Good
,1577,10895366,True external,-,0.0930665324745989,0,0.99610456822816,0,23.5422039931806,3.0434,-,0.1282,Good
,1578,10895926,True external,-,-0.133604402665613,2,0.997454726645268,0,19.6716259552569,2.7499,-,0.0793,Good
,1579,10896522,True external,-,0.111737325203281,0,0.995843184693439,0,20.9737123783369,2.9366,-,0.1251,Good
,1580,10907984,True external,-,-0.226901617824605,0,0.997941608719934,0,19.6716259552569,2.4513,-,0.1056,Good
,1581,10915937,True external,-,-0.0846580368896191,0,0.997890365433804,0,15.0792410722127,2.0679,-,0.0571,Good
,1582,10917870,True external,-,0.0455254440124885,0,0.997800205903527,2,31.4605685675054,3.2567,-,0.1704,Good
,1583,10940226,True external,-,-0.00887446335942335,0,0.997962505090486,0,19.6716259552569,2.3048,-,0.0798,Good
,1584,10974311,True external,-,-0.211446917166556,0,0.997335875416656,0,10.4868561891685,2.0055,-,0.0512,Good
,1585,10981890,True external,-,0.0401597722849767,2,0.997624668408054,0,5.24342809458423,1.6241,-,0.0418,Good
,1586,10996158,True external,-,-0.0680330881012104,5,0.998045004476988,7,20.3226691667969,3.432,-,0.2627,Good
,1587,11035837,True external,-,-0.0874463228001374,0,0.997563111404953,0,10.4868561891685,1.859,-,0.0365,Good
,1588,11091825,True external,-,-0.169941929404813,0,0.997867296496438,0,19.6716259552569,2.4364,-,0.091,Good
,1589,11123962,True external,-,-0.233804950982559,2,0.997387682973866,0,15.0792410722127,2.5273,-,0.0701,Good
,1590,11443057,True external,-,-0.000293831408376054,4,0.997332477107573,0,10.4868561891685,2.302,-,0.0785,Good
,1591,11474776,True external,-,-0.285473359957259,0,0.996934258881744,0,10.4868561891685,2.1712,-,0.0702,Good
,1592,11552959,True external,-,-0.240279024221345,0,0.998069455099155,0,19.6716259552569,2.4223,-,0.1136,Good
,1593,11718506,True external,-,-0.220336547821181,0,0.997967589422568,0,19.6716259552569,2.4394,-,0.1049,Good
,1594,11952594,True external,-,-0.205068402036857,0,0.996856473610402,2,20.9737123783369,2.9945,-,0.0977,Good
,1595,11952648,True external,-,-0.273405522568586,0,0.995870866492142,2,20.9737123783369,3.328,-,0.1511,Good
,1596,11962432,True external,-,-0.0810836305739778,4,0.994699357197086,0,8.42900304532428,2.9899,-,0.1555,Good
,1597,11962602,True external,-,-0.299563598790283,4,0.995611003659198,0,8.42900304532428,2.8628,-,0.1241,Good
,1598,12010410,True external,-,-0.0350696380544633,0,0.997819603564124,0,10.4868561891685,1.7499,-,0.0402,Good
,1599,12270580,True external,-,0.117292794732942,6,0.994889064129199,0,3.10146791979456,2.6662,-,0.2301,Good
,1600,12270582,True external,-,-0.0324442790013086,8,0.996650552151025,0,3.10146791979456,2.4609,-,0.2647,Good
,1601,12270588,True external,-,-0.413188754417099,4,0.995055791993503,4,0,2.839,-,0.2383,Good
,1602,12337637,True external,-,-0.511734596297707,2,0.994828050633915,0,6.3711499014801,2.8761,-,0.2397,Good
,1603,12337644,True external,-,-0.182982360354011,8,0.995885196463683,0,6.3711499014801,3.0011,-,0.2672,Good
,1604,12411067,True external,-,-0.581702273753097,0,0.994955074236568,0,10.4868561891685,2.9432,-,0.306,Good
,1605,12510740,True external,-,0.214696908023301,0,0.997775125811555,0,10.4868561891685,1.6022,-,0.0738,Good
,1606,12537775,True external,-,-0.113118292318494,0,0.998378964478198,4,4.28827397215005,1.5249,-,0.1213,Good
,1607,12545293,True external,-,0.00843239058701485,2,0.997958847756127,0,20.9737123783369,2.5974,-,0.0978,Good
,1608,12627543,True external,-,-0.0964220317545281,0,0.997977733908785,0,20.9737123783369,2.4437,-,0.0927,Good
,1609,12924739,True external,-,-0.37346605810782,0,0.99539584733047,0,0,1.979,-,0.1622,Good
,1610,12967693,True external,-,-0.131386773796586,2,0.997318639971119,4,10.4868561891685,2.478,-,0.0698,Good
,1611,13151324,True external,-,-0.160774318755754,0,0.996690222042675,0,22.5244463382342,2.9669,-,0.1051,Good
,1612,13151326,True external,-,-0.31225686251981,0,0.996380234484466,0,22.5244463382342,3.1554,-,0.1529,Good
,1613,13291760,True external,-,-0.159322062279567,2,0.997540095458868,0,9.83581297762843,2.0842,-,0.0438,Good
,1614,13408847,True external,-,-0.367331187667944,2,0.99487084180227,0,8.7440346262434,2.9292,-,0.1748,Good
,1615,13408851,True external,-,-0.225518834335744,4,0.995155687684034,1,8.7440346262434,3.0457,-,0.1272,Good
,1616,13431771,True external,-,-0.0250287983395115,0,0.997977733908785,0,20.9737123783369,2.3977,-,0.0887,Good
,1617,13505423,True external,-,-0.369312455705678,1,0.996502936784155,0,17.28101824365,2.9136,-,0.1239,Good
,1618,13505432,True external,-,-0.133238740895876,0,0.996862348460742,0,22.5244463382342,2.8986,-,0.0979,Good
,1619,13505443,True external,-,-0.297829265549705,0,0.996534205921615,0,15.7302842837527,2.647,-,0.0991,Good
,1620,13505492,True external,-,-0.250876826941736,1,0.99672868308035,0,17.28101824365,2.7711,-,0.0808,Good
,1621,13570327,True external,-,-0.387233148007451,8,0.996247835494877,2,0,2.752,-,0.2909,Good
,1622,13633917,True external,-,-0.0631694778929513,0,0.997583653902414,0,10.4868561891685,1.8373,-,0.0355,Good
,1623,13643752,True external,-,-0.0197847004188873,3,0.998168134101673,10,15.0792410722127,3.0262,-,0.4059,Good
,1624,13709842,True external,-,0.220216554787196,0,0.997226748941023,2,31.4605685675054,3.3127,-,0.1937,Good
,1625,13782272,True external,-,0.0163142619880119,4,0.997406725194595,0,20.9737123783369,2.9702,-,0.1297,Good
,1626,13827739,True external,-,-0.0455764953729046,2,0.998066568102171,0,5.24342809458423,1.5495,-,0.0534,Good
,1627,13827740,True external,-,0.146340222683835,2,0.997502919598581,0,5.24342809458423,1.5915,-,0.0572,Good
,1628,13827741,True external,-,-0.0215657287942794,2,0.997583210127714,0,5.24342809458423,1.676,-,0.0361,Good
,1629,13827742,True external,-,-0.0700740375522647,2,0.997769117040967,0,5.24342809458423,1.6526,-,0.0414,Good
,1630,13827744,True external,-,-0.252069851430767,2,0.997363501957506,0,5.24342809458423,1.8889,-,0.054,Good
,1631,13827747,True external,-,-0.0263792614318814,2,0.998022438174933,0,5.24342809458423,1.5501,-,0.0517,Good
,1632,13839658,True external,-,0.00175987131844512,0,0.997023850611317,8,10.4868561891685,2.5664,-,0.2828,Good
,1633,13907618,True external,-,-0.134330013421997,3,0.997188376453339,2,5.24342809458423,2.124,-,0.0442,Good
,1634,14008173,True external,-,-0.224641051518123,0,0.998019699466116,0,20.9737123783369,2.5139,-,0.1165,Good
,1635,14010416,True external,-,-0.191168314059321,0,0.997258884375595,0,10.4868561891685,2.0151,-,0.0466,Good
,1636,14031446,True external,-,-0.305487371883281,0,0.997044341068218,0,9.18476976608839,2.0647,-,0.0735,Good
,1637,14032485,True external,-,-0.324411290878727,0,0.996798164499422,0,19.6716259552569,2.8499,-,0.1257,Good
,1638,14032486,True external,-,-0.294358611533995,4,0.9958093865412,0,0,2.238,-,0.1171,Good
,1639,14121742,True external,-,-0.146873592924373,4,0.996617220074147,0,0,1.9058,-,0.0762,Good
,1640,14243253,True external,-,-0.3028560421916,0,0.99705186768757,8,10.4868561891685,2.7543,-,0.3269,Good
,1641,14401888,True external,-,-0.474272030526519,0,0.996689248604924,2,10.4868561891685,2.5163,-,0.1591,Good
,1642,14419658,True external,-,0.0784226716996078,4,0.997333661549762,0,0,1.5503,-,0.0955,Good
,1643,14453170,True external,-,-0.00340081620395713,3,0.997710064954002,0,5.24342809458423,1.7349,-,0.0584,Good
,1644,14512871,True external,-,-0.124880236401694,0,0.997768583958138,0,20.9737123783369,2.5234,-,0.09,Good
,1645,14534038,True external,-,0.00531975863533278,0,0.997753312342619,0,10.4868561891685,1.7434,-,0.0391,Good
,1646,14598624,True external,-,-0.100496806391221,4,0.997867296496439,0,19.6716259552569,2.8231,-,0.1349,Good
,1647,14618226,True external,-,0.045196334078995,0,0.996602356424065,4,20.9737123783369,3.0597,-,0.1211,Good
,1648,14619014,True external,-,0.0656536973268375,2,0.997517541840985,6,20.9737123783369,3.145,-,0.1665,Good
,1649,14721515,True external,-,-0.190234954613605,2,0.995871739627871,1,17.28101824365,3.1674,-,0.0873,Good
,1650,14751805,True external,-,0.205344423879168,2,0.996303697050616,6,18.5798476038718,3.2517,-,0.1999,Good
,1651,14848719,True external,-,-0.443998728746751,6,0.995361183901431,0,0,2.6817,-,0.2469,Good
,1652,14848720,True external,-,-0.107610838837686,6,0.995361183901431,0,0,2.4651,-,0.1784,Good
,1653,14848723,True external,-,-0.107365273441619,6,0.995055791993502,0,0,2.5546,-,0.1955,Good
,1654,15176907,True external,-,-0.0296530514834336,2,0.998388806751809,0,5.24342809458423,1.4446,-,0.0709,Good
,1655,15250469,True external,-,-0.0135274343820966,2,0.997088814041302,0,5.24342809458423,1.816,-,0.0284,Good
,1656,15250540,True external,-,-0.153935323742357,2,0.997237954431673,0,5.24342809458423,1.8626,-,0.0347,Good
,1657,15250560,True external,-,-0.354475928988656,3,0.99505297329042,0,5.24342809458423,2.7413,-,0.1554,Good
,1658,15353044,True external,-,-0.159556530165422,0,0.997720883504355,0,10.4868561891685,1.8591,-,0.0479,Good
,1659,15407961,True external,-,-0.194675266784012,3,0.997776815896319,0,19.6716259552569,2.8025,-,0.1142,Good
,1660,15606735,True external,-,-0.0677394651500503,2,0.99745788041872,4,15.0792410722127,2.703,-,0.074,Good
,1661,15752804,True external,-,-0.133215173776106,6,0.996486709465387,0,0,2.151,-,0.15,Good
,1662,15869148,True external,-,0.0487327490803293,5,0.997177305413066,12,18.5798476038718,3.8743,-,0.582,Moderate
,1663,15994514,True external,-,-0.238331958259641,0,0.997370581315786,0,34.0290601823491,3.5857,-,0.2418,Good
,1664,16084950,True external,-,-0.452293074466165,4,0.997052794918257,2,0,2.1261,-,0.1565,Good
,1665,16226212,True external,-,-0.311553567849779,0,0.995811713761067,0,10.4868561891685,2.5176,-,0.1134,Good
,1666,16273880,True external,-,0.0672491532120981,6,0.996055143561438,8,10.4868561891685,3.4558,-,0.326,Good
,1667,16481605,True external,-,-0.16237798382507,0,0.997768583958138,4,26.487207485387,3.2192,-,0.163,Good
,1668,16645593,True external,-,0.197975793414687,0,0.997566799319292,4,19.6716259552569,2.5911,-,0.1305,Good
,1669,16645594,True external,-,-0.01397332906556,0,0.99759290718231,4,19.6716259552569,2.7198,-,0.1037,Good
,1670,16645658,True external,-,0.0671077670363957,0,0.998031632314071,4,19.6716259552569,2.5388,-,0.1169,Good
,1671,17297009,True external,-,0.233307233129066,0,0.997737861734971,6,14.7751301613185,2.3425,-,0.2044,Good
,1672,17297010,True external,-,-0.259715479243202,0,0.997672453348851,4,4.28827397215005,1.8268,-,0.1241,Good
